duration,service,flag,wrong_fragment,hot,logged_in,count,serror_rate,srv_srror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_srv_rerror_rate,xAttack
0,auth,S0,0,0,0,296,1,1,0.08,0.05,0,255,24,0.09,0.05,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,178,5,0.03,0.03,0,0,0,0,1
0,auth,S0,0,0,0,230,1,1,0.06,0.06,0,255,14,0.05,0.07,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,30,2,0.03,0.13,1,0,0,0,1
0,auth,SF,0,0,1,2,0,0,0.5,1,0,1,14,1,0,0.21,0,0,0,1
0,auth,S0,0,0,0,109,1,1,0.08,0.06,0,255,9,0.04,0.07,0,1,1,0,2
0,auth,REJ,0,0,0,231,0,0,0.02,0.07,0,255,5,0.02,0.08,0,0,0,1,2
0,auth,S0,0,0,0,224,1,1,0,0.07,0,255,1,0,0.07,0,1,1,0,2
0,auth,S0,0,0,0,189,1,1,0.01,0.06,0,255,1,0,0.07,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,255,1,0,0.8,0,0,0,0,1
0,auth,REJ,0,0,0,218,0,0,0,0.07,0,255,1,0,0.07,0,0,0,1,2
0,auth,S0,0,0,0,275,1,1,0.03,0.06,0,255,9,0.04,0.08,0,1,1,0,2
0,auth,REJ,0,0,0,1,0,0,1,0,0,255,3,0.01,0.06,0,0.63,0,1,1
0,auth,S0,0,0,0,242,1,1,0.04,0.07,0,255,9,0.04,0.07,0,1,1,0,2
0,auth,S0,0,0,0,232,1,1,0.01,0.07,0,255,2,0.01,0.07,0,1,1,0,2
0,auth,S0,0,0,0,234,1,1,0.01,0.06,0,255,10,0.04,0.07,0,1,1,0,2
0,auth,S0,0,0,0,242,1,1,0.04,0.06,0,255,3,0.01,0.07,0,1,1,0,2
0,auth,S0,0,0,0,110,1,1,0.09,0.06,0,255,10,0.04,0.07,0,1,1,0,2
0,auth,REJ,0,0,0,279,0,0,0.04,0.06,0,255,10,0.04,0.06,0,0,0,1,2
0,auth,SF,0,0,1,1,0,0,1,0,0,32,2,0.03,0.12,1,0,0,0,1
0,auth,S0,0,0,0,277,1,1,0.04,0.06,0,255,10,0.04,0.07,0,1,1,0,2
0,auth,S0,0,0,0,292,1,1,0.07,0.06,0,255,19,0.07,0.06,0,1,1,0,2
0,auth,S0,0,0,0,258,1,1,0.02,0.06,0,255,4,0.02,0.07,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,69,17,0.12,0.06,0.18,0,0,0,1
0,auth,S0,0,0,0,148,1,1,0.12,0.05,0,255,7,0.03,0.08,0,1,1,0,2
0,auth,SF,0,0,1,2,0,0,0.5,1,0,74,11,0.03,0.05,0.18,0,0,0,1
0,auth,S0,0,0,0,148,1,1,0.17,0.04,0,255,25,0.1,0.04,0,1,1,0,2
1,auth,SF,0,0,1,2,0,0,0.5,1,0,255,6,0.02,0.03,0,0,0,0,1
0,auth,S0,0,0,0,236,1,1,0.03,0.06,0,255,9,0.04,0.07,0,1,1,0,2
0,auth,S0,0,0,0,233,1,1,0.02,0.07,0,255,4,0.02,0.07,0,1,1,0,2
0,auth,S0,0,0,0,243,1,1,0.05,0.06,0,255,4,0.02,0.07,0,1,1,0,2
0,auth,S0,0,0,0,235,1,1,0.01,0.06,0,255,9,0.04,0.07,0,1,1,0,2
11,auth,SF,0,0,0,1,0,0,1,0,0,255,10,0.04,0.03,0,0,0,0,1
0,auth,S0,0,0,0,227,1,1,0.08,0.04,0,255,18,0.07,0.05,0,1,1,0,2
0,auth,S0,0,0,0,277,1,1,0.04,0.06,0,255,11,0.04,0.07,0,1,1,0,2
0,auth,S0,0,0,0,205,1,1,0.01,0.06,0,255,3,0.01,0.06,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,242,14,0.06,0.02,0,0,0,0,1
0,auth,S0,0,0,0,265,1,1,0.04,0.06,0,255,11,0.04,0.07,0,1,1,0,2
0,auth,S0,0,0,0,233,1,1,0.09,0.05,0,255,21,0.08,0.05,0,1,1,0,2
0,auth,REJ,0,0,0,215,0,0,0.04,0.07,0,255,8,0.03,0.07,0,0,0,1,2
0,auth,S0,0,0,0,262,1,1,0.07,0.06,0,255,19,0.07,0.06,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,1,6,1,0,0.33,0,0,0,1
0,auth,S0,0,0,0,202,1,1,0.06,0.05,0,255,12,0.05,0.06,0,1,1,0,2
0,auth,S0,0,0,0,245,1,1,0.01,0.05,0,255,2,0.01,0.05,0,1,1,0,2
0,auth,REJ,0,0,0,279,0,0,0.04,0.06,0,255,10,0.04,0.07,0,0,0,1,2
0,auth,S0,0,0,0,136,1,1,0.04,0.06,0,255,19,0.07,0.07,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,150,9,0.04,0.03,0.22,0,0,0,1
0,auth,SF,0,0,1,2,0,0,0.5,1,0,93,19,0.14,0.04,0.16,0,0,0,1
0,auth,REJ,0,0,0,228,0,0,0.03,0.07,0,255,6,0.02,0.07,0,0,0,1,2
0,auth,REJ,0,0,0,264,0,0,0.01,0.06,0,255,3,0.01,0.08,0,0,0,1,2
0,auth,S0,0,0,0,263,1,1,0.01,0.06,0,255,3,0.01,0.08,0,1,1,0,2
4,auth,SF,0,0,1,1,0,0,1,0,0,255,15,0.06,0.02,0,0,0,0,1
0,auth,S0,0,0,0,254,1,1,0.02,0.05,0,255,6,0.02,0.05,0,1,1,0,2
0,auth,S0,0,0,0,217,1,1,0.08,0.06,0,255,17,0.07,0.07,0,1,1,0,2
0,auth,S0,0,0,0,289,1,1,0.04,0.06,0,255,12,0.05,0.07,0,1,1,0,2
0,auth,S0,0,0,0,150,1,1,0.13,0.05,0,255,6,0.02,0.08,0,1,1,0,2
0,auth,REJ,0,0,0,1,0,0,1,0,0,255,5,0.02,0.06,0,0.53,0,1,1
0,auth,S0,0,0,0,238,1,1,0.01,0.07,0,255,2,0.01,0.07,0,1,1,0,2
0,auth,S0,0,0,0,234,1,1,0.03,0.06,0,255,7,0.03,0.07,0,1,1,0,2
0,auth,REJ,0,0,0,247,0,0,0.04,0.07,0,255,9,0.04,0.07,0,0,0,1,2
0,auth,S0,0,0,0,274,1,1,0.03,0.06,0,255,8,0.03,0.06,0,1,1,0,2
0,auth,REJ,0,0,0,283,0,0,0.04,0.06,0,255,12,0.05,0.07,0,0,0,1,2
0,auth,S0,0,0,0,239,1,1,0.02,0.05,0,255,5,0.02,0.05,0,1,1,0,2
0,auth,S0,0,0,0,110,1,1,0.09,0.05,0,255,10,0.04,0.04,0,1,1,0,2
0,auth,S0,0,0,0,232,1,1,0.01,0.07,0,255,3,0.01,0.07,0,1,1,0,2
0,auth,S0,0,0,0,289,1,1,0.08,0.05,0,255,22,0.09,0.05,0,1,1,0,2
0,auth,REJ,0,0,0,1,0,0,1,0,0,168,8,0.05,0.04,0,0.01,0,1,1
0,auth,REJ,0,0,0,291,0,0,0.06,0.06,0,255,17,0.07,0.07,0,0,0,1,2
0,auth,S0,0,0,0,230,1,1,0.01,0.06,0,255,3,0.01,0.07,0,1,1,0,2
0,auth,S0,0,0,0,202,1,1,0.01,0.06,0,255,2,0.01,0.07,0,1,1,0,2
0,auth,S0,0,0,0,257,1,1,0.04,0.05,0,255,10,0.04,0.05,0,1,1,0,2
0,auth,REJ,0,0,0,251,0,0,0.01,0.07,0,255,2,0.01,0.07,0,0,0,1,2
0,auth,S0,0,0,0,250,1,1,0.03,0.06,0,255,8,0.03,0.07,0,1,1,0,2
0,auth,S0,0,0,0,203,1,1,0.05,0.06,0,255,10,0.04,0.07,0,1,1,0,2
0,auth,S0,0,0,0,233,1,1,0.01,0.06,0,255,20,0.08,0.06,0,1,1,0,2
0,auth,S0,0,0,0,223,1,1,0.09,0.06,0,255,20,0.08,0.07,0,1,1,0,2
0,auth,S0,0,0,0,270,1,1,0.07,0.06,0,255,20,0.08,0.07,0,1,1,0,2
0,auth,S0,0,0,0,260,1,1,0.07,0.07,0,255,17,0.07,0.07,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,188,4,0.02,0.03,0,0,0,0,1
0,auth,S0,0,0,0,267,1,1,0.02,0.06,0,255,5,0.02,0.08,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,126,8,0.04,0.05,0.25,0,0,0,1
0,auth,S0,0,0,0,289,1,1,0.07,0.05,0,255,1,0,0.08,0,1,1,0,2
0,auth,S0,0,0,0,229,1,1,0.06,0.06,0,255,14,0.05,0.07,0,1,1,0,2
0,auth,S0,0,0,0,266,1,1,0.02,0.06,0,255,4,0.02,0.06,0,1,1,0,2
0,auth,S0,0,0,0,255,1,1,0,0.06,0,255,1,0,0.07,0,1,1,0,2
0,auth,S0,0,0,0,255,1,1,0.04,0.06,0,255,10,0.04,0.07,0,1,1,0,2
0,auth,REJ,0,0,0,228,0,0,0.01,0.07,0,255,2,0.01,0.09,0,0,0,1,2
0,auth,S0,0,0,0,285,1,1,0,0.06,0,255,9,0.04,0.07,0,1,1,0,2
0,auth,S0,0,0,0,204,1,1,0,0.06,0,255,1,0,0.08,0,1,1,0,2
0,auth,REJ,0,0,0,223,0,0,0.01,0.06,0,255,3,0.01,0.07,0,0,0,1,2
0,auth,REJ,0,0,0,134,0,0,0.1,0.07,0,255,14,0.05,0.07,0,0,0,1,2
0,auth,S0,0,0,0,251,1,1,0.08,0.06,0,255,3,0.01,0.07,0,1,1,0,2
0,auth,S0,0,0,0,239,1,1,0.1,0.05,0,255,23,0.09,0.05,0,1,1,0,2
0,auth,S0,0,0,0,289,1,1,0.08,0.04,0,255,23,0.09,0.05,0,1,1,0,2
0,auth,REJ,0,0,0,283,0,0,0.05,0.06,0,255,13,0.05,0.07,0,0,0,1,2
0,auth,SF,0,0,1,1,0,0,1,0,0,255,2,0.01,0.7,0,0,0,0,1
0,auth,S0,0,0,0,210,1,1,0.02,0.07,0,255,4,0.02,0.07,0,1,1,0,2
0,auth,REJ,0,0,0,269,0,0,0.07,0.06,0,255,20,0.08,0.07,0,0,0,1,2
0,auth,REJ,0,0,0,227,0,0,0.06,0.06,0,255,14,0.05,0.07,0,0,0,1,2
0,auth,REJ,0,0,0,158,0,0,0.09,0.06,0,255,14,0.05,0.07,0,0,0,1,2
0,auth,S0,0,0,0,237,1,1,0.09,0.05,0,255,22,0.09,0.05,0,1,1,0,2
0,auth,S0,0,0,0,272,1,1,0.03,0.06,0,255,8,0.03,0.08,0,1,1,0,2
0,auth,S0,0,0,0,289,1,1,0.03,0.06,0,255,4,0.02,0.07,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,125,8,0.02,0.03,0.25,0,0,0.75,1
0,auth,S0,0,0,0,284,1,1,0.05,0.06,0,255,13,0.05,0.08,0,1,1,0,2
0,auth,SF,0,0,0,1,0,0,1,0,0,255,2,0.01,0.69,0,0,0,0,1
0,auth,S0,0,0,0,300,1,1,0.07,0.06,0,255,20,0.08,0.07,0,1,1,0,2
0,auth,REJ,0,0,0,245,0,0,0.03,0.07,0,255,8,0.03,0.07,0,0,0,1,2
0,auth,S0,0,0,0,287,1,1,0.03,0.06,0,255,10,0.04,0.07,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,89,11,0.06,0.06,0.18,0,0,0,1
0,auth,S0,0,0,0,222,1,1,0.07,0.05,0,255,15,0.06,0.05,0,1,1,0,2
0,auth,S0,0,0,0,199,1,1,0.04,0.07,0,255,8,0.03,0.07,0,1,1,0,2
0,auth,S0,0,0,0,207,1,1,0.07,0.05,0,255,15,0.06,0.06,0,1,1,0,2
0,auth,S0,0,0,0,108,1,1,0.07,0.05,0,255,8,0.03,0.04,0,1,1,0,2
0,auth,S0,0,0,0,256,1,1,0.04,0.05,0,255,9,0.04,0.05,0,1,1,0,2
0,auth,REJ,0,0,0,205,0,0,0.01,0.07,0,255,3,0.01,0.07,0,0,0,1,2
0,auth,S0,0,0,0,201,1,1,0.05,0.05,0,255,11,0.04,0.06,0,1,1,0,2
0,auth,SF,0,0,1,1,0,0,1,0,0,255,7,0.03,0.03,0,0,0,0,1
0,auth,S0,0,0,0,117,1,1,0.02,0.07,0,255,1,0,0.07,0,1,1,0,2
0,auth,REJ,0,0,0,1,0,0,1,0,0,180,10,0.06,0.03,0,0.02,0,1,1
0,auth,REJ,0,0,0,1,0,0,1,0,0,155,7,0.05,0.04,0,0.01,0,1,1
0,auth,S0,0,0,0,282,1,1,0.04,0.06,0,255,12,0.05,0.07,0,1,1,0,2
0,auth,S0,0,0,0,11,1,1,0.36,0.36,0,255,4,0.02,0.08,0,1,1,0,2
0,auth,SF,0,0,0,1,0,0,1,0,0,168,8,0.05,0.04,0,0.01,0,0,1
0,auth,SF,0,0,1,2,0,0,0.5,1,0,98,10,0.06,0.04,0.2,0,0,0,1
0,auth,S0,0,0,0,295,1,1,0.03,0.05,0,255,6,0.02,0.07,0,1,1,0,2
0,auth,S0,0,0,0,206,1,1,0.01,0.07,0,255,3,0.01,0.07,0,1,1,0,2
0,auth,S0,0,0,0,287,1,1,0.08,0.05,0,255,24,0.09,0.05,0,1,1,0,2
0,auth,REJ,0,0,0,273,0,0,0.05,0.06,0,255,13,0.05,0.07,0,0,0,1,2
0,auth,S0,0,0,0,270,1,1,0.06,0.06,0,255,16,0.06,0.06,0,1,1,0,2
0,auth,S0,0,0,0,251,1,1,0.04,0.06,0,255,9,0.04,0.07,0,1,1,0,2
0,auth,S0,0,0,0,235,1,1,0.03,0.06,0,255,8,0.03,0.07,0,1,1,0,2
0,auth,S0,0,0,0,289,1,1,0.04,0.06,0,255,20,0.08,0.06,0,1,1,0,2
15,auth,SF,0,0,1,1,0,0,1,0,0,255,14,0.05,0.02,0,0,0,0,1
0,auth,REJ,0,0,0,288,0,0,0.06,0.06,0,255,16,0.06,0.07,0,0,0,1,2
0,auth,S0,0,0,0,144,1,1,0.1,0.06,0,255,11,0.04,0.08,0,1,1,0,2
0,auth,S0,0,0,0,234,1,1,0.01,0.06,0,255,19,0.07,0.06,0,1,1,0,2
0,auth,S0,0,0,0,246,1,1,0.02,0.07,0,255,6,0.02,0.07,0,1,1,0,2
0,auth,S0,0,0,0,105,1,1,0.05,0.05,0,255,5,0.02,0.04,0,1,1,0,2
0,auth,REJ,0,0,0,266,0,0,0.03,0.06,0,255,9,0.04,0.07,0,0,0,1,2
0,auth,S0,0,0,0,262,1,1,0.01,0.06,0,255,2,0.01,0.06,0,1,1,0,2
0,auth,S0,0,0,0,284,1,1,0.08,0.04,0,255,23,0.09,0.05,0,1,1,0,2
0,auth,S0,0,0,0,237,1,1,0.1,0.05,0,255,23,0.09,0.05,0,1,1,0,2
0,auth,S0,0,0,0,235,1,1,0.01,0.07,0,255,3,0.01,0.07,0,1,1,0,2
0,auth,S0,0,0,0,258,1,1,0,0.07,0,255,1,0,0.09,0,1,1,0,2
0,auth,S0,0,0,0,200,1,1,0.01,0.05,0,255,2,0.01,0.05,0,1,1,0,2
0,auth,S0,0,0,0,203,1,1,0.01,0.06,0,255,3,0.01,0.07,0,1,1,0,2
0,bgp,REJ,0,0,0,272,0,0,0.07,0.07,0,255,19,0.07,0.08,0,0,0,1,2
0,bgp,S0,0,0,0,294,1,1,0.02,0.05,0,255,8,0.03,0.07,0,1,1,0,2
0,bgp,REJ,0,0,0,145,0,0,0.06,0.08,0,255,8,0.03,0.09,0,0,0,1,2
0,bgp,S0,0,0,0,138,1,1,0.18,0.05,0,255,25,0.1,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,211,1,1,0.08,0.07,0,255,12,0.05,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,115,1,1,0.06,0.06,0,255,7,0.03,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,9,1,1,0.22,0.33,0,255,2,0.01,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,265,1,1,0.03,0.06,0,255,9,0.04,0.06,0,1,1,0,2
0,bgp,S0,0,0,0,217,1,1,0.01,0.07,0,255,2,0.01,0.08,0,1,1,0,2
0,bgp,REJ,0,0,0,226,0,0,0.06,0.07,0,255,14,0.05,0.07,0,0,0,1,2
0,bgp,REJ,0,0,0,210,0,0,0.02,0.07,0,255,5,0.02,0.07,0,0,0,1,2
0,bgp,S0,0,0,0,119,1,1,0.03,0.08,0,255,4,0.02,0.07,0,1,1,0,2
0,bgp,REJ,0,0,0,267,0,0,0.02,0.06,0,255,6,0.02,0.07,0,0,0,1,2
38776,bgp,RSTR,0,0,0,2,0,0,1,0,0,255,2,0.01,0.51,0,0,0,1,3
0,bgp,S0,0,0,0,263,1,1,0.04,0.07,0,255,10,0.04,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,266,1,1,0.02,0.06,0,255,6,0.02,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,297,1,1,0.03,0.05,0,255,11,0.04,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,257,1,1,0.03,0.07,0,255,8,0.03,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,22,1,1,0.45,0.18,0,255,10,0.04,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,212,1,1,0.08,0.06,0,255,18,0.07,0.06,0,1,1,0,2
0,bgp,S0,0,0,0,254,1,1,0.03,0.06,0,255,8,0.03,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,289,1,1,0.06,0.06,0,255,18,0.07,0.06,0,1,1,0,2
0,bgp,S0,0,0,0,297,1,1,0.08,0.05,0,255,24,0.09,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,203,1,1,0.01,0.07,0,255,2,0.01,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,203,1,1,0.04,0.07,0,255,20,0.08,0.08,0,1,1,0,2
0,bgp,REJ,0,0,0,267,0,0,0.05,0.07,0,255,14,0.05,0.07,0,0,0,1,2
0,bgp,S0,0,0,0,249,1,1,0.01,0.07,0,255,3,0.01,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,286,1,1,0.08,0.05,0,255,24,0.09,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,295,1,1,0.08,0.05,0,255,25,0.1,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,275,1,1,0.07,0.05,0,255,18,0.07,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,273,1,1,0.03,0.05,0,255,7,0.03,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,203,1,1,0.07,0.06,0,255,14,0.05,0.06,0,1,1,0,2
0,bgp,REJ,0,0,0,280,0,0,0.04,0.06,0,255,11,0.04,0.07,0,0,0,1,2
0,bgp,S0,0,0,0,102,1,1,0.01,0.08,0,255,1,0,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,212,1,1,0.01,0.06,0,255,2,0.01,0.06,0,1,1,0,2
0,bgp,S0,0,0,0,253,1,1,0.08,0.06,0,255,20,0.08,0.07,0,1,1,0,2
0,bgp,REJ,0,0,0,195,0,0,0.08,0.06,0,255,15,0.06,0.07,0,0,0,1,2
0,bgp,S0,0,0,0,219,1,1,0.08,0.06,0,255,4,0.02,0.09,0,1,1,0,2
0,bgp,S0,0,0,0,254,1,1,0.01,0.07,0,255,2,0.01,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,273,1,1,0.05,0.06,0,255,14,0.05,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,225,1,1,0.02,0.06,0,255,16,0.06,0.06,0,1,1,0,2
0,bgp,S0,0,0,0,296,1,1,0.06,0.06,0,255,19,0.07,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,55,1,1,0.11,0.07,0,255,4,0.02,0.07,0,1,1,0,2
0,bgp,REJ,0,0,0,244,0,0,0.08,0.07,0,255,20,0.08,0.07,0,0,0,1,2
0,bgp,S0,0,0,0,296,1,1,0.08,0.05,0,255,24,0.09,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,184,1,1,0.11,0.05,0,255,20,0.08,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,299,1,1,0.04,0.05,0,255,2,0.01,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,270,1,1,0.05,0.06,0,255,13,0.05,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,118,1,1,0.03,0.08,0,255,3,0.01,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,279,1,1,0.04,0.05,0,255,10,0.04,0.05,0,1,1,0,2
0,bgp,REJ,0,0,0,273,0,0,0.06,0.07,0,255,17,0.07,0.07,0,0,0,1,2
0,bgp,S0,0,0,0,228,1,1,0.06,0.06,0,255,15,0.06,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,261,1,1,0.03,0.07,0,255,7,0.03,0.07,0,1,1,0,2
0,bgp,REJ,0,0,0,105,0,0,0.14,0.07,0,255,12,0.05,0.08,0,0,0,1,2
0,bgp,S0,0,0,0,145,1,1,0.03,0.07,0,255,5,0.02,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,291,1,1,0.01,0.05,0,255,5,0.02,0.07,0,1,1,0,2
0,bgp,REJ,0,0,0,509,0.03,0,0,1,0,255,1,0,1,0,0.04,0,1,3
0,bgp,S0,0,0,0,253,1,1,0.03,0.06,0,255,8,0.03,0.05,0,1,1,0,2
0,bgp,S0,0,0,0,276,1,1,0.06,0.07,0,255,17,0.07,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,225,1,1,0.09,0.06,0,255,1,0,0.09,0,1,1,0,2
0,bgp,S0,0,0,0,278,1,1,0.07,0.06,0,255,20,0.08,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,271,1,1,0.05,0.07,0,255,14,0.05,0.08,0,1,1,0,2
0,bgp,S0,0,0,0,197,1,1,0.02,0.07,0,255,3,0.01,0.09,0,1,1,0,2
0,bgp,REJ,0,0,0,257,0,0,0.04,0.07,0,255,9,0.04,0.07,0,0,0,1,2
0,bgp,S0,0,0,0,266,1,1,0.07,0.06,0,255,18,0.07,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,232,1,1,0.01,0.06,0,255,3,0.01,0.06,0,1,1,0,2
0,bgp,S0,0,0,0,269,1,1,0.04,0.06,0,255,11,0.04,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,126,1,1,0.09,0.07,0,255,11,0.04,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,124,1,1,0.02,0.07,0,255,17,0.07,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,263,1,1,0.02,0.06,0,255,5,0.02,0.07,0,1,1,0,2
0,bgp,S0,0,0,0,195,1,1,0.03,0.06,0,255,16,0.06,0.09,0,1,1,0,2
2,bgp,RSTR,0,0,0,278,0,0,0.01,0.53,0,255,2,0.01,0.52,0,0,0,1,3
0,bgp,REJ,0,0,0,192,0,0,0.07,0.06,0,255,14,0.05,0.07,0,0,0,1,2
0,bgp,S0,0,0,0,290,1,1,0.07,0.06,0,255,20,0.08,0.07,0,1,1,0,2
